Exchange Current Density,Log10 ECD,reacting element,concentration (M),electrons transferred,Std Reduction Pot,Ionization energy (eV),Atomic radius,Atomic mass,Atomic volume cm3/mol),Dipole polarizability (au),Electron affinity (eV),Allen Electronegativity (eV),Ghosh Electronegativity,Pauling Electronegativity,Ionic radius (pm),Cohesive Energy (eV/atom),,,
3.80E-01,-0.420216403,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
2.70E-03,-2.568636236,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.40E-03,-2.853871964,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.40E-03,-2.853871964,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
5.00E+00,0.698970004,Fe,0.01,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E-03,-2.698970004,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.49E-05,-4.826813732,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
9.00E-02,-1.045757491,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
9.20E-03,-2.036212173,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.25E-02,-1.903089987,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
7.70E+00,0.886490725,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
8.00E-02,-1.096910013,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
2.40E+01,1.380211242,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
3.00E-02,-1.522878745,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.80E-02,-1.552841969,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
4.00E+01,1.602059991,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.80E-01,-0.744727495,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.50E-01,-0.823908741,Fe,0.001,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
6.60E-02,-1.180456064,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
6.40E-04,-3.193820026,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
3.40E+01,1.531478917,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.30E-01,-0.886056648,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
7.00E+00,0.84509804,Fe,0.01,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E-02,-1.698970004,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.20E-01,-0.920818754,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
2.00E-03,-2.698970004,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.66E-04,-3.575118363,Fe,0.004,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
3.20E-02,-1.494850022,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-01,-1,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.60E-02,-1.795880017,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
8.80E-03,-2.055517328,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
4.80E-03,-2.318758763,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
6.40E-03,-2.193820026,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
3.00E-02,-1.522878745,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.40E-03,-2.619788758,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
8.00E-04,-3.096910013,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
6.00E-04,-3.22184875,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.20E-03,-2.920818754,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.20E-03,-2.920818754,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
3.20E-04,-3.494850022,Fe,0.002,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
9.00E-03,-2.045757491,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
6.30E-01,-0.200659451,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
4.10E-01,-0.387216143,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
4.30E-01,-0.366531544,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
9.00E-01,-0.045757491,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
8.00E-01,-0.096910013,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.10E+00,0.041392685,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
8.00E-01,-0.096910013,Fe,1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.60E-01,-0.795880017,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
9.50E-01,-0.022276395,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.60E+00,0.414973348,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
2.00E+00,0.301029996,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
5.10E-01,-0.292429824,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
6.20E-01,-0.207608311,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
3.40E-01,-0.468521083,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
4.70E-01,-0.327902142,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
4.50E-01,-0.346787486,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
4.00E-01,-0.397940009,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
4.70E-01,-0.327902142,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
4.30E-01,-0.366531544,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E-01,-0.698970004,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.50E-01,-0.823908741,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
2.00E-01,-0.698970004,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
2.10E-01,-0.677780705,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.90E-01,-0.721246399,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.10E-01,-0.677780705,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.40E-01,-0.853871964,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
1.55E+00,0.190331698,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
5.50E-01,-0.259637311,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
2.80E-01,-0.552841969,Fe,1,2,-0.44,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
2.00E-04,-3.698970004,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-03,-3,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.80E-04,-3.744727495,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.00E-05,-4.522878745,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-03,-3,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
9.00E-04,-3.045757491,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
4.50E-04,-3.346787486,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.00E-05,-4.698970004,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
8.00E-04,-3.096910013,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-03,-3,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
7.00E-03,-2.15490196,Cu,1,1,0.52,7.72638,135,63.546,7.1,46.5,1.235,10.96,0.1511716,1.9,46,3.49,,,1
,,,,,,,,,,,,,,,,,,,1
2.95E-04,-3.530177984,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-03,-3,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.26E-03,-2.899629455,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.52E-03,-2.818156412,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
7.00E-03,-2.15490196,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
4.00E-04,-3.397940009,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
2.73E-04,-3.563837353,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
1.12E-04,-3.950781977,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
5.94E-05,-4.226213555,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-04,-4,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.50E-02,-1.823908741,I,1,1,0.54,10.45126,140,126.90447,25.7,32.9,3.0590368,13.95,0.2195176,2.66,220,1.11,,,1
6.00E-01,-0.22184875,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
7.00E-01,-0.15490196,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
6.00E-01,-0.22184875,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
5.00E-01,-0.301029996,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
1.00E-02,-2,Mn,1,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
7.20E-03,-2.142667504,Mn,0.006,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
6.90E-03,-2.161150909,Mn,0.006,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
3.20E-03,-2.494850022,Mn,0.006,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
4.30E-03,-2.366531544,Mn,0.006,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
7.80E-03,-2.107905397,Mn,0.006,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
5.00E-03,-2.301029996,Mn,0.006,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
5.60E-03,-2.251811973,Mn,0.006,5,1.51,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
2.70E-03,-2.568636236,Mn,0.006,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.90E-03,-2.721246399,Mn,0.006,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
,,,,,,,,,,,,,,,,,,,1
5.50E-03,-2.259637311,Mn,0.006,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
6.20E-03,-2.207608311,Mn,0.006,1,1.5,7.434018,140,54.938044,7.39,68,,10.34,0.1352844,1.55,66,2.92,,,1
2.00E+00,0.301029996,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
5.20E-01,-0.283996656,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
1.80E+00,0.255272505,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
1.40E+00,0.146128036,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
8.00E-01,-0.096910013,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
5.40E-01,-0.26760624,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E-01,-0.698970004,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
1.20E-01,-0.920818754,Ni,1,2,-0.257,7.639877,135,58.6934,6.6,49,1.156,11.13,0.1472068,1.91,55,4.44,,,1
,,,,,,,,,,,,,,,,,,,1
8.30E-01,-0.080921908,Os,1,1,,8.43823,130,190.23,8.43,57,1.1,9.78,0.2479845,2.2,63,8.17,,,1
,,,,,,,,,,,,,,,,,,,1
2.60E-01,-0.585026652,Os,1,2,,8.43823,130,190.23,8.43,57,1.1,9.78,0.2479845,2.2,63,8.17,,,1
,,,,,,,,,,,,,,,,,,,1
6.30E-06,-5.200659451,Pt,0.001,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
1.90E-06,-5.721246399,Pt,0.005,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
2.30E-07,-6.638272164,Pt,0.001,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
2.10E-07,-6.677780705,Pt,0.005,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
6.10E-06,-5.214670165,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
3.50E-06,-5.455931956,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.50E-06,-5.823908741,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
5.90E-07,-6.229147988,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
5.70E-07,-6.244125144,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
8.10E-06,-5.091514981,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
3.40E-06,-5.468521083,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-06,-6,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-09,-9,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-09,-9,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
-1.66E+00,,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-2.11E+01,,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-2.13E+01,,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-2.09E+01,,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-4.59E+00,,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
7.00E-05,-4.15490196,Pt,0.001,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
4.50E-04,-3.346787486,Pt,0.005,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
1.05E-07,-6.978810701,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
-1.21E+00,,Pt,1,1,,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-1.02E+00,,Pt,1,1,,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-9.80E-01,,Pt,1,1,,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-1.06E+00,,Pt,1,1,,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-1.11E+00,,Pt,1,1,,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
1.93E-06,-5.714442691,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
7.60E-09,-8.119186408,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
-1.03E+00,,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-1.13E+00,,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-1.54E+00,,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-1.34E+00,,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
-1.01E+00,,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
2.04E-07,-6.690369833,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
3.58E-11,-10.44611697,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
3.01E-07,-6.521433504,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
4.87E-07,-6.312471039,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E-06,-5.698970004,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
3.17E-07,-6.498940738,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
3.17E-07,-6.498940738,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
8.59E-08,-7.066006836,Pt,1,2,1.188,8.95883,135,195.084,9.1,48,2.128,10.16,0.25691,2.2,60,5.84,,,1
,,,,,,,,,,,,,,,,,,,1
